Hospital Name,Address,CITY,STATE,PPN / NON PPN
Life Care Hospital,"S-1,Vedant Shopping Complex,Above Icici Bank,,Kores 
Road,Vartak Nagar, Pokharan Road No:1,Vartak Nagar 
Circle.,Thane(W)NIL",THANE,MAHARASHTRA,PPN
Lifeline Multispeciality Hospital,"A/1 St Floor, Shiv Tower,,Opp. Tjsb Bank,,KhopatNIL",THANE,MAHARASHTRA,PPN
Lifecare Charitable Hospital (Nalasopara),"C-Wing,Martin Complex,,New Link Road,,Nallasopara(E)NIL",THANE,MAHARASHTRA,PPN
Lotuss Hospital,"B-4-5/ C-2, Dev Paradise,,Beveraly Park ,,Above Idbi Bank 
,NIL",THANE,MAHARASHTRA,PPN
Maa Vaishnavi Multispeciality Hospital,"Next To Kopari, Telephone Exchange,,Gurudwara Station 
Road,,Thane EastNIL",THANE,MAHARASHTRA,PPN
Metropol Multispeciality Hospital Llp,"202, 2nd Floor, Soham Plaza, (N.E.),Near, Near Manpada 
Signal, Tikujiniwadi Road,Off Ghodbunder Road, 
Manpada,,Thane (W)",Thane,MAHARASHTRA,PPN
Modi Hospital,"Opp. Tata Fasion,Wagle Estate, Shreenagar,,Thane(W)nil",THANE,MAHARASHTRA,PPN
"Neel Orthopedic Super Speciality Hospital 1st Floor, Sheetal Niketan Co-Op Housing Soc.,,Opp. Hum","Video, B.P. Road,,Bhaynder (E)NIL",THANE,MAHARASHTRA,PPN
"Neptune Superspeciality Hospital 
(Dombivali)","Jai Hanuman Plaza, Shankar Nagar,,Sonaar Pada, Kalyan 
Shill, Road,,Dombivali (E)NIL",THANE,MAHARASHTRA,PPN
New Sai Ganga Hospital,"101, Pandurang Krupa ,,Near Hanuman Temple 
,Navghar,,Bhayandar(E)NIL",THANE,MAHARASHTRA,PPN
Noble Hospital Dombivli,"1st Floor, Sant Sawata Mali, Bhaji Market,Opp. Pooja 
Madhuban Theatre Ursekarwadi,Dombivli EastNIL",THANE,MAHARASHTRA,PPN
Om Hospital(Vasai),"Shree Pant Nagri,,Opp Shani Mandir,,Palghar,NIL",THANE,MAHARASHTRA,PPN
Omkar Hospital & Icu (Thane),"Omsai Apartment, 1st Floor,,Balkum Pada No. 
2,,Balkum,Thane (W)NIL",THANE,MAHARASHTRA,PPN
Optilife Multispeciality Hospital,"Opp.Shivaji Udyog Nagar,,G. B. Patharli. Manpada 
Road,,Dombivali (E)NIL",THANE,MAHARASHTRA,PPN
Orange Hospital-Mira Road,"1 St Floor, B-Garden Plaza, Near Ideal Park,,Seven Square 
School Lane , Off Mira-Bhayander Road,,Mira Road (E)NIL",THANE,MAHARASHTRA,PPN
Orthonova Hospital(Thane),"201 To 205 Soham Plaza Soham Gardens,Chitalsar Manpada 
Junction G B Road,Thane(W)",Thane,MAHARASHTRA,PPN
"Oscar And Multispeciality Centre 
Hospital.","Near Manpada Signal,Tikujiniwadi 
Raod,,Opp,G.B.Raod,,Manpada,NIL",THANE,MAHARASHTRA,PPN
Ozone Multispeciality Hospital,"Gagan Supreme Building, Next To Vasai Fire Brigade,,Vasai - 
Virar Link Road,Vasai (E)NIL",THANE,MAHARASHTRA,PPN
Platinum Hospitals (Thane),"Sankalp Siddhi, Gokhiware Road,,Opp. Range Office,,Vasai 
(E)",Thane,MAHARASHTRA,PPN
Pragati Hospital And Icu,"Ground Floor, Rajshree Shahu Maharaj Complex,,Kamgar 
Hospital Road, Near R. S. M School,Rajiv Gandhi NagarNIL",THANE,MAHARASHTRA,PPN
"Rr Hospital Kagzi Hospital And Medical 
Research Center","Plot No. P-14, Midc, Phase- I, Milap Nagar,,,Dombivali(East)",Thane,MAHARASHTRA,PPN
Revival Bone And Joint Hospital,"Yojana, Off. Gokhale Road,,Near Malhar Cinema,",THANE,MAHARASHTRA,PPN
S S Hospital And Research Centre,"Pawanputra Enclave, Opp. Jain Temple,,Kalher 
Village,,BhiwandiNIL",THANE,MAHARASHTRA,PPN
Sai Criticare Hospital (Thane),"Opp Hp Petrol Pump Next To Mseb Office,Venus 
Chowk,,Ulhasnagar,Opposite Roshan Apartment ,Block C-1, 
Room No 2,",THANE,MAHARASHTRA,PPN
Sai Dham Hospital,"Shiv Sai Apt., Opp Shiv Mandir,,Patil Wadi, Mahtma Phule 
Nagar,,ThaneNIL",THANE,MAHARASHTRA,PPN
Sai Jyot Multispeciality Hospital.,"Suchit Squere,,1st Floor, Beside Chiranjeevi 
Hospital,,Dombivali (E)",Thane,MAHARASHTRA,PPN
Sai Vedant Multi Speciality Hospital,"B-101/102, Cabin Cross Road,,Near East West Public 
Bridge,,BhayanderNIL",THANE,MAHARASHTRA,NON PPN
Saibaba Hospital And Polyclinic,"1st Floor, Shiv Shradda Complex,,B.P.Road,Opp. Bhandary 
Bank,Bhayander(E)NIL",THANE,MAHARASHTRA,PPN
"Samartha Hospital (A Unit Of Sadafal 
Medical Centre Pvt Ltd)","Flat # 101, 104, Shop # 103, Ashadip Chs. Ltd.,,Silver Park 
, Mira-Bhayander Road,Mira Road (E)NIL",THANE,MAHARASHTRA,PPN
Sapphire Hospitals Pvt Ltd,"Kaveri Heights, Opp Old Mumbai- Pune 
Road,,Kharegaon,,Kalwa (West)",Thane,MAHARASHTRA,PPN
"Satya Sai Platinum Hospital (A Unit Of 
Platinum Hospital)","Gala No. G-1, Floor,Seva Niketan Hospital,,Near Aman 
Talkies,,Ulhasnagarnil",THANE,MAHARASHTRA,PPN
Seema Multispeciality Hospital,"Chawre Avenue, Nile More, Near Flyover,,Station Road, Opp 
Snehanjali Electronices,,Nalasopara (W)",Thane,MAHARASHTRA,PPN
Seven Eleven Hospital,"Opp. Seven Square Academy,,Ideal Park Road, Mira-
Bhayandar Road,Mira Road (East)",Thane,MAHARASHTRA,PPN
"Shah Life Line Hospital And Heart 
Institute Pvt Ltd","Geeta Nagar, Phase Vii, Mira Bhayandar Road,Near Flyover 
Bridge,,Mira Road (E)",Thane,MAHARASHTRA,PPN
Sham Bharati Multi Speciality Hospital,"Ist Floor , Poonam Shritu,,Above Pizza Hut ,Opp. 
S.K.Stone,NIL",THANE,MAHARASHTRA,PPN
"Shraddha General Hospital And Icu 
Centre","1st Floor, Vishal Marriage Hall Bldg, Hospital Road,,Nehru 
Chowk, Sector - 3, Opp. General Govt. Hospital,Ulhasnagar",Thane,MAHARASHTRA,PPN
Shree Mahaganpati Hospital(Thane),"Plot No. 75/76, Radha Nagar, Near Sai Baba Temple, 
Titwala ( East ),,Kalyan",Thane,MAHARASHTRA,PPN
"Shree Siddhivinayak Urology And 
Multispecialty Hospital","Unit No, 1 101/102, Parth Shivaji Path,,Main Gate , Opp 
Nehru Maidan ,,Dombivali (East)",Thane,MAHARASHTRA,PPN
"Siddhivinayak Multispeciality Hospitaland 
Cardic Care Center","Near Brahman Society,,Opp. Icic Bank, Murbad 
Road,,Kalyan ((W)NIL",THANE,MAHARASHTRA,PPN
Sparsh Childrens Hospital-Kalyan,"Ganesh Lehar Villa, 1 St Floor, Opp. Natraj Hotel,,Near 
Flyover, Katemanavli, Pune Link Road,,Kalyan EastNIL",THANE,MAHARASHTRA,PPN
"Sparsh Multispeciality Hospital And 
I.C.C.U","1st Floor, Sudama Arcade,Dr. R.P.Road, Tilak Nagar Post 
Office,,Dombivli(E)NIL",THANE,MAHARASHTRA,PPN
Surekha Criticare Hospital,"Near Ashok - Anil Cinema,,Near Jawahar Hotel,,Ulhasnagar 
3",Thane,MAHARASHTRA,PPN
Sushrut Hospital Nallasopara,"A/ 101 , Satyam Complex,,Station Road,Nallasopara(W)NIL",THANE,MAHARASHTRA,PPN
Varad Hospital And Icu,"Vaity Vila Janardhan Vaity Marg., Uthalsar Naka,",THANE,MAHARASHTRA,PPN
"Ved Hospital Super Specialitty And 
Research Center","Vedant Complex ,,Kalyan Bhiwandi Road,,Kongaon",Thane,MAHARASHTRA,PPN
"Vedant Hospital A Unit Of Shree 
Vighnaharta Healthcare","Kasarvadavali, Ghodbunder Road, Thane West",THANE,MAHARASHTRA,PPN
Vedant Multispeciality Hospital,"S-3,2nd Floor, Vedant Commercial Comlex, Vartak 
Nagar,,Above Union Bank Of India.,Thane(W)",THANE,MAHARASHTRA,PPN
Venus Hospital Multispeciality And Icu,"Venus Tower, Near Amba Bhavani Mandir,,Dombivli-Kopar 
Road,,Dombivli.",Thane,MAHARASHTRA,PPN
Vitthal Krupa Hospital,"B1-B6, Ground Floor,,Ram Apartment, Near Apna 
Medical,,Katanivali Junction,Kalyan-ENIL",THANE,MAHARASHTRA,PPN
Wockhardt Hospitals Ltd,"Asmita Enclave,,Naya Nagar, Near Raily Station, Mira Road,",THANE,MAHARASHTRA,PPN
Global Hospital,"Y K Nagar NX ,Near Big Bazaar, Virar West, Virar, 
Maharashtra 401303Virar",THANE,MAHARASHTRA,PPN
"Dr Wankhades Fracture and Accident 
Hospital","201,203, Marc Plaza, Murbad road, near Maruti Suzuki 
showroom, Kalyan Thane-421301nil",THANE,MAHARASHTRA,PPN
Sai Kripa Maternity Hospital,"1st Floor, E Wing, Shiv Shanti Complex, Badlapur, Thane - 
421503Badlapur",THANE,MAHARASHTRA,PPN
Phoenix Hospital and ICU,"SIDDHIVINAYAK ANNEX,SHRUTIBUS STOP,HIGHLAND 
ROAD,DHOKALINAKA",THANE,MAHARASHTRA,PPN
Sawant Hospital,"Ground Floor, Chamunda Villa Building, Near Samrat Hotel, 
Dombivli",THANE,MAHARASHTRA,PPN
"Shree Maternari Hospital And General 
Hospital","25, Paryani Ln, Section 25, Paryani Ln, Section 25, Krishna 
Nagar, Ulhasnagar, Maharashtra 421004Ulhasnagar",THANE,MAHARASHTRA,NON PPN
Family Care Hospitals,"Family Care Hospitals, Near Seven square academy Mira Rd, 
Golden Nest Phase 1 Rd, Queens Park, Mira Road East, 
Maharashtra 401105Thane",THANE,MAHARASHTRA,NON PPN
Bijankur Hospital PVT. LTD.,"Kalyan Shil Road, Near Katai Toll Naka, DombivliDombivli 
East",THANE,MAHARASHTRA,PPN
Icon Hospital Pvt Ltd,"Plot No 34, CTS No 2471, Village Gajbandhan Patharli, 
Mahavir Nagar, Manpada Road, Dombivili (E)",THANE,MAHARASHTRA,NON PPN
Swayam Hospitals,"Tiara Commercial Complex, Ground Floor, Pokhran Road 
No. 2, Vasant Vihar, Thane (West)nil",THANE,MAHARASHTRA,PPN
Ortho Centre Hospital,"Ananya, First floor, Gantali Devi Road, Naupada, Near 
Ghantali Devi mandir Road, Thane -Westnil",THANE,MAHARASHTRA,PPN
Kelshikar Hospital,"4th Floor beauty aracde , Opp Pratap Cienma Khopat- 
Thane westnil",THANE,MAHARASHTRA,PPN
Spandan Hospital & ICU,"Priyadarshani CHS, Fist floor, Above Allhabad bank, phule 
road, Dombivali (w)Dombivali",THANE,MAHARASHTRA,PPN
"Shivneri Hospital And Advanced Urology 
Center","Near Vandana Cinema, Opp S.T.Mahamandal Depot, 
Panchpakhadinil",THANE,MAHARASHTRA,PPN
Matrix Multispeciality Hospital,"Opp Andher Bank, Near Ambedkar Chowk, TV Tower, 
Badlapur -East Badlapur",THANE,MAHARASHTRA,PPN
Global Multispeciality Hospital,"Stanley Regency,Kanakia Beverly Park,Mira roadNear 
Cinemax",THANE,MAHARASHTRA,PPN
SRV Mamta Hospital,"P-43, Phase -2, Next to ICICI Bank, MIDC, Dombivali 
(East)nil",THANE,MAHARASHTRA,PPN
Mehta Hospital and fertility Center,"Rushabh Plaza, B-wing, Pleasant Park, near brand Factory 
,Mira Road (East)",THANE,MAHARASHTRA,PPN
Badar Multispeciality Hospital,"339, Nesco House, Nawayat Nagar, Near Burhan Chowk, 
Nalasopara West,Palghar",THANE,MAHARASHTRA,PPN
Ankur Paediatric Hospital And ICU,"204, Thakur Tower , R.C.S Marg, Virar (W)Palghar",THANE,MAHARASHTRA,PPN
Thane Noble Hospital,"3A/308, Solitair , Cosmos Jwels, Kavasar, G.B.Road,nil",THANE,MAHARASHTRA,PPN
Bilal Hospital And ICU,"Royal Garden- A Wing, First floor, Shimla Park, Kausa 
Mumbra,nil",THANE,MAHARASHTRA,PPN
Dr Veer Hospital,"First floor, Saikripa CHS, Near Yashodhan Nagar Bus 
Stop,nil",THANE,MAHARASHTRA,PPN
Dr More Hospital,"first floor, Vimal Paradise Bldg, Opp Ramdev Xerox, 
Nalasopara,Palghar,",THANE,MAHARASHTRA,PPN
Gastrocare Hospital,"Regency Avenue, Synidicate Murbad Road, Kalyan,nil",THANE,MAHARASHTRA,PPN
"Sai Aarogyam Multispeciality Hospital & 
ICCU","1st Avenue Business Park, Opp. Fire Bridge Station, 
Kalyan(W)Near Durgadi Killa,",THANE,MAHARASHTRA,PPN
Reliance Hospital,"Plot No. X8 & X-8/1,MIDC TTC Industrial Area,Millenium 
Business Park,Koparkairne,",THANE,MAHARASHTRA,PPN
Aarogyadham Multispeciality Hospital,"Ground Floor, Janki Tower,, Kalwal,Mumbai-Pune Road,",THANE,MAHARASHTRA,PPN
Shambharti Multispecilatiy Hospital,"First Floor, Poonam Shuristi, Above Pizza Hut , Opp 
S.K.Stone , Mira Road ,nil",THANE,MAHARASHTRA,PPN
Phoneix Hospital Pvt Ltd,"Block No: 895/ 1789, Near Guru Nanak High School, Kurla 
camp Road, Ulhasnagar (East).nil",THANE,MAHARASHTRA,PPN
Siddha Pooja Hospital,"Plot No. 51 ,Sec. 1 ,Pam Beach ,Sanpada 4,nil",THANE,MAHARASHTRA,PPN
Venkatesh Hospital And Nursing Home,"Plot No.7, Barave Road, Khadakpada, Kalyan (W) Near 
Radha Nagarnil",THANE,MAHARASHTRA,PPN
Lifeline Hospital,"1st Floor,jyoti apertment, Opp. Tata Amantra, kalyan-
bhiwandi Bypass Road,Bhiwandi,nil",THANE,MAHARASHTRA,PPN
Mauli Hospital,"Shop No.2,Mauli Medical,Mauli Builuding Balkum Pada 2,nil",THANE,MAHARASHTRA,PPN
Platinum Multispeciality Hospital,"Sai Priya Building, 1st Floor,Star Colony Manpada Road, 
Nr.Saibaba Mandir,L.B.Yende Compound,Dombivali (E),nil",THANE,MAHARASHTRA,PPN
"Ganesh Memorial Hospital and 
Endoscopy Center","5-Tulip C, Flower Vally Complex,Khadakpada Circle, Kalyan 
(West)nil",THANE,MAHARASHTRA,PPN
Lakecity Hospital,"2 & 3, Jai Sidhivinayak Premises, Near Cadbury Junction, 
Next to Kotak Mahindra Bank , Khopat,nil",THANE,MAHARASHTRA,PPN
Shree Maternity and General Hospital,"C-586, sector-25, Manera Road, Ulhasnagar, Near Welfare 
School, Ulhasnagar,nil",THANE,MAHARASHTRA,PPN
Koparde Hospital,"Ashutosh Apartmnet , First floor , Gopal Nagar , Kalyan 
Road, Dombivali,nil",THANE,MAHARASHTRA,PPN
Abhinav Maternity and General Hospital,"Chowra Arcade, Station Road, Nalasopara,nil",THANE,MAHARASHTRA,PPN
Dr Das Hospital And ICCU,"sandapa,nil",THANE,MAHARASHTRA,PPN
Amit Hospital (Berhampur),"Canal Street, Near Radhe Krishna Temple,,Gate Bazar 
Square Behind Kuthari Teple,,Berhampur, GanjamNIL",BERHAMPUR,ORISSA,NON PPN
Ashutosh Hospital,Engineering School Road BrahmapurBrahmapur,BERHAMPUR,ORISSA,NON PPN
Maa Shakti Hospital,"PLOT NO.-168, EKAMRA MARG. UNIT-6,NIL",BHUBANESWAR,ORISSA,NON PPN
Amri Hospitals Ltd Bhubaneswar,"Plot No. 1,,Beside Satya Sai Enclave,,KhandagiriNIL",BHUBANESWAR,ORISSA,NON PPN
Care Hospital(Bhubaneshwar),"Plot No.324 (P),,Pranchi Enclave, Near Municipal Kalyan 
Mandep,,ChandrashekharpurNIL",BHUBANESWAR,ORISSA,NON PPN
Hi Tech Medical College And Hospital,"Under Vigyan Bharati Charitable Trust, Pandara,Health 
Park,Rasulgarh,Near NH-5, Kuakhai Bridge,",BHUBANESWAR,ORISSA,NON PPN
Sara Gastro And Laparoscopic Hospital,"Plot No -3564 / 3564 / 4951, Gouri Nagar,,Near Garage 
Chhak,Old Town,,Near Garage Chhak,NIL",BHUBANESWAR,ORISSA,NON PPN
Sunshine Hospitals,"Laxmi Sagar Square ,,Cuttack Puri Road Po- Budheswari 
Colony,",BHUBANESWAR,ORISSA,NON PPN
Shree Hospitals,"246, Lewis Road,Near BJB autonomous College,",BHUBANESWAR,ORISSA,NON PPN
Asg Hospital Pvt Ltd,"1st Floor, Plot No. 493/1629, Kharvela Nagar, Near Shriya 
Talkies,nil",BHUBANESWAR,ORISSA,NON PPN
"Utkal Institute of Medical Sciences And 
Hospital","C/3, Niladri Vihar, Chandrasekharpur,nil",BHUBANESWAR,ORISSA,NON PPN
Radharaman Hospital,"Talatelenga Bazar, Purighat Road,,Near Hanuman Temple,",Cuttack,ORISSA,NON PPN
Shakti Hospital,"Cuttack Plot No: 444, Mahanadi Vihar,Yabazar, 
Cuttack,Cuttack,NIL",CUTTACK,ORISSA,NON PPN
Sun Hospital Pvt Ltd,"Shreevihar Colony,Kanika Chhak,Tulsipur,NIL",CUTTACK,ORISSA,NON PPN
Trisha Hospital,"At-Purighat,Po-Talatelenga Bazar,,Cuttack",Cuttack,ORISSA,NON PPN
East Coast Hospital,"No. 1, Paris Nagar,Moolakulam,Next to Vasantharaja 
Theater,",PONDICHERRY,PONDICHERRY,NON PPN
Bewell Hospitals(Pondicherry),"#15, Lawspet, Green Gardens, ECR,nil",PONDICHERRY,PONDICHERRY,NON PPN
Dr Punjs Artemis Hospital,"890-8, Circular Road, AmritsarCircular Road",AMRITSAR,PUNJAB,PPN
Madaan Hospital,"Majitha Road,,AmritsarNIL",AMRITSAR,PUNJAB,PPN
Adlakha Hospital,"#29 B, Basant Avenue, Race Course Road, GPONIL",AMRITSAR,PUNJAB,PPN
KD Hospital,"7,CIRCULAR ROAD,NEAR MEDICAL COLLEGENIL",AMRITSAR,PUNJAB,PPN
Sanjeevan Hospital,"I/S LAHORI GATE , BACK SIDE POLICE STATION D 
DIVISION,NIL",AMRITSAR,PUNJAB,PPN
"Dr Karam Singh Memorial Orthopaedic 
And Multispeciality Hospital","16-A, DOCTOR AVENUE,CIRCULAR ROAD,AMRITSAR-
143001",AMRITSAR,PUNJAB,PPN
Ranjit Hospital,"G.T.Road Putlighar,,Amrisar",AMRITSAR,PUNJAB,PPN
Uppal Neuro Hospital,"4 Rani Ka Bagh Amritsar,Near State Bank Of 
India,AmritsarNIL",AMRITSAR,PUNJAB,PPN
"Carewell Heart And Super Speciality 
Hospital","MODEL TOWN, G.T.ROAD,AMRITSAR-143001Amritsar",AMRITSAR,PUNJAB,PPN
Sri Guru Ram Dass Charitable Hospital,"Mehta Road, P.O. Vallah,Amritsar",AMRITSAR,PUNJAB,PPN
Apollo Hospital - Amritsar,"#2509/3, Inside Suctan Wind Gate, Bhushanpura",AMRITSAR,PUNJAB,PPN
Hargun Hospital,"Dr. Gurvinder Singh'S Batala Road,,,Amrisar",AMRITSAR,PUNJAB,PPN
Hartej Hospital,"A-290 To 293,,Ranjit Avenue,,Court Road,amritsar",AMRITSAR,PUNJAB,PPN
Fortis Escorts Hospital Amritsar,"MAJITHA VERKA BYPASS ROAD, AMRITSARamritsar",AMRITSAR,PUNJAB,PPN
Gupta Multispeciality Hospital.,"Sant Avenue, GT Road, Amritsar, Punjab-143001Amritsar",AMRITSAR,PUNJAB,NON PPN
Ap Hospital,"530/1, Ajit Nagar Extension, Near Water Tank,",AMRITSAR,PUNJAB,PPN
Randhawa Hospital,"12 Mall Road,Green Avenue,Amiritsar",Amritsar,PUNJAB,NON PPN
Chikitsa ENT Hospital,"60, Pink Plaza, O/S Hall Gate, AmritsarAmritsar",AMRITSAR,PUNJAB,PPN
"Nayyar Heart Institute And Super 
Speciality Hospital","3, Dasondha Singh Road, Lawrence Road, Amritsar- 143001 
Amritsar",AMRITSAR,PUNJAB,PPN
"Life Kare Multi Speciality And Super 
Speciality Hospital","3, Nirankari Colony, Fatehgarh Churian Road, 
AmritsarAmritsar",AMRITSAR,PUNJAB,PPN
Care & Cure Medicity Hospital,"The Mall Road, Batala Road, Near Shivala Bagh Bhaiyan 
Mandir, Amritsar, Punjab 143001Amritsar",AMRITSAR,PUNJAB,PPN
Dr Ved Gupta Hospital,"#355, The Mall Road, GPOAmritsar",AMRITSAR,PUNJAB,PPN
"Akashdeep Hospital Neuro Trauma Multi 
Super Sepciality Hospital","Majitha Road, Bye Pass, OPP. M.B. Polytechnical College 
Amritsar",AMRITSAR,PUNJAB,PPN
Surjit Hospital,"1 Airport Road,Gumtala,Jujhar Singha 
Avenue,,Gumtala,Amritsar",AMRITSAR,PUNJAB,PPN
Apex Hospital,"Batala Road, Near Rishab Auto, AmritsarAmritsar",AMRITSAR,PUNJAB,PPN
New Life Hospital,"Opp Guru Nanak Avenue Majithia Road, AmritsarAmritsar",AMRITSAR,PUNJAB,PPN
Arora Hospital,"Near Petrol Pump,GT Road,Chehharta,NIL",AMRITSAR,PUNJAB,PPN
Dev Hospital Amritsar,"Batala Road,,,Amritsar",Amritsar,PUNJAB,NON PPN
Medcard Multispeciality Hospital,"Opp. Mata Kaulan Ji Bandhi Chhode,Charitable 
Hospital,,Tarn Taran RoadNIL",AMRITSAR,PUNJAB,PPN
"Medicaid Hospital And Critical Care 
Centre","Circular Road,Near Rattan Singh Chowk,Amritsar",AMRITSAR,PUNJAB,PPN
Mokha Hospital And Kidney Care Centre,"905 / 13, Batala Road,,Near Kamal Palace,,AmritsarNIL",AMRITSAR,PUNJAB,PPN
Navpreet Hospital,"G. T. Road,,Putlighar,,Putlighar,NIL",AMRITSAR,PUNJAB,PPN
Neelkanth Hospital,"Near Spring Dail School,Fatehgarh Churian Road,Bye 
Pass,NIL",AMRITSAR,PUNJAB,PPN
Sri Guru Ram Das Charitable Hospital,"Near Gurudwara Shaheedan,,Circular Road,,NIL",AMRITSAR,PUNJAB,PPN
Surinder Hospital,"G T Road, Naraingarh Chowk,Chhehartanil",AMRITSAR,PUNJAB,PPN
